rank,city,avg,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,latitude,longitude
2586,"Saint Dizier, France",26,20,31,36,26,30,36,28,21,25,23,21,18,48.6371125,4.9473513
2587,"Saint Quentin, France",26,16,36,27,29,30,33,24,25,26,22,23,24,49.8465253,3.2876843
2588,"Sotteville les Rouen, France",26,23,26,26,37,30,33,20,23,24,20,22,24,49.4151549,1.089746
2589,"Thiais, France",26,24,35,27,28,29,33,24,22,25,21,22,23,48.7643664,2.391024
2590,"Annweiler Am Trifels, Germany",26,4,17,27,30,33,39,30,29,31,26,21,19,49.2027254,7.9682264
2591,"Bautzen, Germany",26,20,23,25,29,34,31,30,27,29,21,19,20,51.1813907,14.4275735
2592,"Birkenfeld, Germany",26,5,16,25,28,32,43,31,27,32,26,22,22,49.6488236,7.1647477
2593,"Borken, Germany",26,24,25,23,29,31,36,25,24,25,20,21,23,51.8444777,6.8583277
2594,"Braunlage, Germany",26,22,24,25,29,33,39,31,31,19,22,21,20,51.7264388,10.6100516
2595,"Burghausen, Germany",26,18,21,25,27,29,37,31,29,28,24,19,25,48.1588645,12.8329419
2596,"Eichwalde, Germany",26,18,27,26,30,34,35,26,29,30,19,16,20,52.373076,13.6219208
2597,"Elsterwerda, Germany",26,19,25,26,29,31,33,30,27,26,19,19,22,51.4614993,13.5204883
2598,"Erkner, Germany",26,20,25,25,30,31,33,30,26,29,21,20,23,52.4259804,13.7542811
2599,"Itzehoe, Germany",26,23,38,27,33,30,32,24,22,27,18,18,24,53.919448,9.5172441
2600,"Kassel, Germany",26,22,27,25,31,29,35,27,25,26,22,20,22,51.3157833,9.4978479
2601,"Konstanz, Germany",26,19,24,29,27,29,41,28,28,24,19,19,19,47.659216,9.1750718
2602,"Lauenburg, Germany",26,22,37,27,33,30,33,26,23,24,17,17,23,53.3789803,10.5513889
2603,"Luckenwalde, Germany",26,23,28,26,32,31,34,28,25,27,19,18,21,52.0902045,13.1741882
2604,"Mittenwalde, Germany",26,21,29,26,30,31,34,28,23,27,20,19,22,52.2642238,13.5360563
2605,"Netphen, Germany",26,20,23,25,30,31,38,29,29,31,22,20,18,50.9125904,8.1026183
2606,"Schleswig, Germany",26,22,32,27,31,30,31,25,22,26,19,20,23,54.51851,9.5653284
2607,"Holland, United States",26,10,7,29,30,33,59,38,33,23,21,14,15,42.7876022,-86.1090828
2608,"Jacinto City, United States",26,22,23,29,26,33,28,26,27,28,23,20,22,29.7673433,-95.2336723
2609,"Jamestown, United States",26,20,25,26,32,31,31,32,26,25,23,23,20,37.2089184,-76.7783003
2610,"Jeffersontown, United States",26,14,18,30,32,33,45,35,30,29,23,16,11,38.1942356,-85.5644033
2611,"Jericho, United States",26,21,25,29,34,29,31,31,22,21,22,21,22,40.7920441,-73.5398476
2612,"King City, United States",26,19,21,24,27,25,25,27,31,35,33,24,20,36.2135325,-121.12864159269489
2613,"Lawrence, United States",26,18,23,26,31,29,46,33,25,23,18,19,20,38.9719137,-95.2359403
2614,"Lawrenceville, United States",26,14,16,34,33,32,35,32,27,26,24,25,13,33.9566391,-83.9890066
2615,"Lynn, United States",26,21,26,30,34,32,27,31,23,21,20,22,20,33.1474257,-101.812592
2616,"Marion, United States",26,23,24,26,27,31,36,28,28,28,26,20,19,32.7931661,-94.344488
2617,"Marshfield, United States",26,20,26,27,21,32,53,30,25,22,18,21,17,44.6662287,-90.1740313
2618,"Milford, United States",26,19,23,29,32,30,54,27,27,23,20,20,11,41.2222218,-73.0570603
2619,"Milltown, United States",26,17,23,28,31,28,49,34,27,22,19,19,15,40.4562165,-74.4432073
2620,"Monessen, United States",26,18,27,26,30,30,56,30,25,20,18,20,17,40.1620497,-79.8876347
2621,"Normal, United States",26,14,17,27,31,34,59,36,29,28,22,11,8,40.5092961,-88.9843937
2622,"Panthersville, United States",26,18,23,30,27,26,33,31,28,25,22,24,19,33.7073291,-84.2718667
2623,"Plymouth Township, United States",26,12,21,26,26,28,58,32,27,22,18,20,20,40.109412750000004,-75.29834666183419
2624,"Raritan, United States",26,17,22,27,31,28,47,31,24,21,17,21,21,40.6958732,-90.8273591
2625,"Savoy, United States",26,18,22,25,29,33,55,30,25,24,21,18,15,40.054753,-88.2517165
2626,"State College, United States",26,11,22,27,33,30,61,29,23,19,18,22,21,40.7944504,-77.8616386
2627,"Thousand Oaks, United States",26,23,26,25,27,26,25,29,25,26,26,25,23,34.1705609,-118.8375937
2628,"Vernal, United States",26,23,31,29,27,30,29,29,27,24,20,20,17,40.4556825,-109.528474
2629,"Ware, United States",26,18,24,29,34,31,34,31,22,23,19,22,19,31.1727229,-82.4829338
2630,"Wilkes Barre, United States",26,11,24,22,30,28,63,33,22,20,18,17,18,41.2464824,-75.8817316
2631,"Winston Salem, United States",26,13,16,31,31,32,40,35,29,26,24,17,15,36.0998131,-80.2440518
2632,"Vinh, Vietnam",26,50,43,30,34,19,3,0,7,36,40,16,34,18.6698528,105.6840371
2633,"Waldeck, Germany",26,22,21,26,29,29,37,30,27,29,21,20,19,51.2425113,9.0381211
2634,"Worms, Germany",26,14,28,29,26,29,37,26,23,26,24,22,25,49.6302618,8.3620898
2635,"Zittau, Germany",26,21,26,27,31,32,30,30,25,26,22,18,19,50.8960964,14.8064807
2636,"Halabjah, Iraq",26,21,11,18,15,22,33,32,32,31,22,36,35,35.24910255,45.99540933241858
2637,"Hadera, Israel",26,27,24,25,24,33,24,21,18,19,19,37,36,32.4372594,34.919192077487
2638,"Tel Aviv Yafo, Israel",26,24,22,25,25,31,25,21,22,25,23,33,30,32.0852997,34.7818064
2639,"Aizawa, Japan",26,19,23,28,34,32,31,31,22,23,24,22,20,35.002877100000006,137.16776438607235
2640,"Aki, Japan",26,25,23,32,35,32,28,23,16,19,29,27,24,33.5019095,133.9072127
2641,"Atsugicho, Japan",26,19,24,29,34,33,32,30,22,25,25,23,17,35.4423147,139.3691463
2642,"Awara, Japan",26,24,26,31,35,33,28,27,22,24,25,25,17,36.2113339,136.2289854
2643,"Fukui, Japan",26,22,24,27,37,36,31,29,21,23,24,25,14,35.9263502,136.6068127
2644,"Fukuyama, Japan",26,25,22,32,34,28,27,25,22,23,21,24,23,34.4857039,133.3623097
2645,"Habikino, Japan",26,25,25,30,34,31,28,26,18,21,25,24,24,34.5581531,135.6061619
2646,"Hitachiomiya, Japan",26,22,27,29,33,31,28,27,20,23,23,24,25,36.5429197,140.4116172
2647,"Ichinomiya, Japan",26,20,22,29,34,33,31,28,21,25,24,23,20,35.304878,136.806915
2648,"Inabe, Japan",26,23,27,31,34,32,28,26,17,23,26,26,23,35.1584088,136.5166632
2649,"Iruma, Japan",26,21,26,30,34,32,33,33,20,22,24,22,18,35.8358142,139.3909293
2650,"Itoman, Japan",26,29,30,33,35,38,25,17,22,34,34,10,10,26.106017,127.686066
2651,"Iwaki, Japan",26,23,26,31,37,36,40,21,17,17,20,23,18,37.0504227,140.8876338
2652,"Kamirenjaku, Japan",26,20,26,30,36,33,33,31,19,22,25,23,19,35.6987444,139.5548857
2653,"Kanada, Japan",26,26,24,32,35,31,27,20,16,21,29,27,22,33.6831641,130.7763576
2654,"Kani, Japan",26,20,24,29,33,32,28,30,23,24,23,22,20,35.4261093,137.0613166
2655,"Kanzakimachi Kanzaki, Japan",26,27,28,31,35,33,27,19,18,22,28,26,21,33.307918,130.3729427
2656,"Kitagata, Japan",26,22,25,30,35,32,29,27,20,22,24,21,19,35.4376643,136.6846978
2657,"Kiyosu, Japan",26,23,24,29,34,31,29,28,20,23,24,24,19,35.21595,136.845107
2658,"Kobayashi, Japan",26,27,27,31,33,29,26,18,16,23,28,29,25,31.9966841,130.9731456
2659,"Koja, Japan",26,28,29,31,35,36,23,17,40,19,36,10,10,26.3370954,127.834205
2660,"Kokawa, Japan",26,24,25,31,35,32,30,28,19,23,27,24,19,34.2707749,135.4043711
2661,"Kurayoshi, Japan",26,25,25,35,36,29,27,26,21,20,24,24,24,35.430166,133.825525
2662,"Maizuru, Japan",26,23,25,33,38,33,28,24,18,24,23,25,23,35.4747274,135.3860338
2663,"Minami Soma, Japan",26,22,25,32,35,32,30,25,19,21,23,23,22,37.6421923,140.9572649
2664,"Minamiozuma, Japan",26,23,27,31,36,34,30,28,20,20,16,26,23,,
2665,"Minano, Japan",26,22,27,30,34,32,30,31,21,22,20,22,19,36.0708269,139.0986454
2666,"Miyajima, Japan",26,27,27,29,32,32,30,22,18,23,27,24,23,34.271448,132.30887218047832
2667,"Mobara, Japan",26,23,27,28,36,31,29,23,17,19,24,26,26,35.4285094,140.2880753
2668,"Naha, Japan",26,27,26,32,36,37,21,17,21,35,34,10,10,26.2122345,127.6791452
2669,"Nakai, Japan",26,23,22,30,35,33,28,24,18,22,26,25,21,35.3307487,139.2187812
2670,"Nisshin, Japan",26,21,25,29,36,33,30,29,18,23,24,24,20,35.139303,137.053708
2671,"Obu, Japan",26,22,25,29,35,32,29,28,18,23,25,25,23,35.0165825,136.954545
2672,"Ritto, Japan",26,23,25,30,33,33,29,26,16,22,27,25,24,35.0216463,135.9980903
2673,"Sagae, Japan",26,25,28,34,35,32,29,25,20,20,19,23,21,38.3808731,140.2759709
2674,"Saku, Japan",26,22,23,32,36,34,32,29,20,21,22,23,15,36.2488014,138.4767695
2675,"Sakurai, Japan",26,22,24,29,32,30,29,28,18,21,25,25,24,34.5186316,135.8434724
2676,"Sandacho, Japan",26,22,24,31,37,35,30,27,20,26,26,21,17,34.8846874,135.2256314
2677,"Sekimachi, Japan",26,21,24,36,39,33,28,28,20,22,22,23,19,36.7382715,137.0099241
2678,"Shimogamo, Japan",26,22,26,30,36,31,29,24,19,23,26,27,23,34.3536844,134.8758421
2679,"Shimotoba, Japan",26,23,24,30,35,33,30,28,19,23,24,24,24,34.941946,135.750331
2680,"Shimotoda, Japan",26,22,26,29,33,28,32,31,19,23,26,26,22,34.9846698,134.9828332
2681,"Shirakawa, Japan",26,21,25,31,35,33,30,28,19,20,23,23,21,37.1263397,140.2107192
2682,"Shizuoka, Japan",26,19,25,29,34,32,30,29,20,22,26,24,20,34.9332488,138.0955398
2683,"Sosa, Japan",26,-,30,33,35,34,32,25,20,21,25,28,28,35.70794,140.5645144
2684,"Suzukawa, Japan",26,21,25,29,34,32,32,28,18,22,25,25,21,35.392688,139.296923
2685,"Tajimi, Japan",26,22,26,30,35,33,30,29,19,23,22,23,21,35.3329961,137.1319459
2686,"Takehara, Japan",26,23,23,30,34,31,30,25,21,23,27,25,23,34.3418377,132.9070476
2687,"Taketoyo, Japan",26,23,25,29,35,32,29,25,14,22,26,28,24,34.832179,136.906953
2688,"Tamuramachi Moriyama, Japan",26,22,25,32,36,33,31,26,19,20,23,23,22,,
2689,"Tatsunocho Tominaga, Japan",26,24,24,31,34,31,29,26,19,23,24,24,22,34.8584412,134.5465785
2690,"Tokamachi, Japan",26,21,28,30,36,33,29,26,22,22,22,21,19,37.1276085,138.755504
2691,"Torihama, Japan",26,24,27,32,36,33,29,26,21,24,25,24,16,35.3770731,139.6417613
2692,"Toyokawa, Japan",26,21,24,29,34,33,30,28,17,22,25,24,21,34.827644,137.378586
2693,"Tsubata, Japan",26,21,23,31,35,34,30,27,21,21,24,23,17,36.6663764,136.7336583
2694,"Tsushima, Japan",26,20,24,29,35,33,30,27,19,23,24,24,21,34.3952765,129.31544896587815
2695,"Wajimazakimachi, Japan",26,28,31,37,28,12,28,25,21,22,25,27,26,,
2696,"Wakayama, Japan",26,25,24,30,34,31,29,25,19,22,27,26,23,33.8070292,135.5930743
2697,"Yamazaki, Japan",26,23,25,29,33,31,28,27,19,21,24,24,24,34.892567,135.6797274
2698,"Yonago, Japan",26,24,22,31,36,33,30,27,19,21,27,25,13,35.4276408,133.331459
2699,"Irbid, Jordan",26,20,29,31,26,27,25,26,26,27,25,25,26,32.3854792,35.562036
2700,"Aksay, Kazakhstan",26,12,24,16,16,13,14,34,29,32,52,36,31,51.173893,53.011478
2701,"Mangghystau, Kazakhstan",26,47,62,32,27,29,26,26,26,20,6,8,8,43.7362452,53.1681252
2702,"Nairobi, Kenya",26,27,37,23,9,18,35,30,32,35,21,18,21,-1.2832533,36.8172449
2703,"Esch Sur Alzette, Luxembourg",26,20,32,26,26,31,35,27,25,27,26,21,19,49.4959628,5.9850306
2704,"Minatitlan, Mexico",26,41,29,28,39,37,47,20,7,16,18,15,19,17.992773,-94.5567103
2705,"S Hertogenbosch, Netherlands",26,28,32,27,29,32,37,24,24,27,18,17,20,51.6889387,5.303116
2706,"Butuan, Philippines",26,-,23,26,32,19,25,22,57,28,50,17,18,8.9483324,125.5369442
2707,"Grudziadz, Poland",26,28,35,35,26,23,21,17,19,28,25,24,30,53.47251195,18.761893676880046
2708,"Wittenberge, Germany",25,19,25,25,30,31,33,27,24,27,18,17,21,52.9983723,11.7507204
2709,"Kumasi, Ghana",25,65,50,35,31,25,-,-,-,-,-,35,63,6.6985605,-1.6233086
2710,"Athens, Greece",25,38,28,22,19,16,20,22,24,25,24,24,36,37.9755648,23.7348324
2711,"Aizawl, India",25,35,44,45,39,25,23,11,11,15,19,16,18,23.7433532,92.7382756
2712,"Ayabe, Japan",25,20,23,31,36,32,27,25,20,22,21,21,21,35.2989655,135.2588086
2713,"Chiryu, Japan",25,21,23,28,36,33,31,28,17,21,22,21,17,35.0014831,137.0516484
2714,"Daiwanishi, Japan",25,23,24,30,31,28,29,27,19,24,24,23,23,34.8872467,135.4168099
2715,"Fuji, Japan",25,19,25,29,34,31,31,28,18,19,25,25,20,35.362799,138.730781
2716,"Fukuchiyama, Japan",25,22,23,31,36,32,27,25,18,22,23,22,23,35.2966996,135.126643
2717,"Funagata, Japan",25,21,26,30,33,32,30,26,21,21,19,22,20,38.6913419,140.3198702
2718,"Fussa, Japan",25,18,23,28,32,32,31,33,20,22,22,22,18,35.7386772,139.3267856
2719,"Gifu, Japan",25,21,23,30,34,33,31,28,20,22,18,23,20,35.7867449,137.0460777
2720,"Hachioji, Japan",25,18,24,27,32,30,32,31,21,22,21,20,16,35.6663595,139.3163653
2721,"Hamura, Japan",25,17,22,28,32,32,31,32,20,22,22,21,19,35.764833,139.307862
2722,"Hanamaki Onsen, Japan",25,22,26,29,35,33,29,24,18,19,18,22,21,39.4372993,141.1337588
2723,"Hitachi, Japan",25,23,27,30,33,30,28,23,17,20,24,24,23,36.5991225,140.6504604
2724,"Hitachi Naka, Japan",25,23,26,29,33,30,28,26,16,22,24,25,21,36.472522,140.4675919
2725,"Honmachi, Japan",25,24,25,27,30,26,26,26,25,26,22,25,23,35.6841449,139.6806558
2726,"Ikeda, Japan",25,-,-,37,38,37,32,28,19,25,30,27,25,34.8217095,135.4284236
2727,"Inashiki, Japan",25,22,25,29,34,30,27,24,16,19,23,25,23,35.9720697,140.3033759
2728,"Inuyama, Japan",25,20,24,28,34,32,30,29,20,23,24,22,19,35.3609734,136.9845491
2729,"Ishigaki, Japan",25,25,27,28,34,67,13,13,20,14,26,22,12,24.3439358,124.1861835
2730,"Ishii, Japan",25,23,24,28,31,29,29,24,18,22,27,24,23,34.0741015,134.4406557
2731,"Ishikari, Japan",25,23,25,32,34,29,27,25,20,20,22,25,22,43.171677,141.3159605
2732,"Kamitakeshi, Japan",25,25,26,30,32,30,28,25,20,21,24,23,16,,
2733,"Kamiyoshida, Japan",25,21,26,29,35,31,28,27,16,19,23,24,21,36.0632262,138.9725593
2734,"Kanie, Japan",25,20,23,26,33,32,30,27,18,22,23,24,21,35.121923,136.784005
2735,"Kawanakajima, Japan",25,21,25,28,32,30,30,27,20,20,23,24,20,36.6141007,138.1507012
2736,"Kikugawa, Japan",25,21,24,37,31,28,27,24,16,19,24,23,22,34.7578772,138.0846725
2737,"Kitaibaraki, Japan",25,21,25,30,34,31,29,26,22,21,23,21,18,36.8018507,140.7513188
2738,"Kose, Japan",25,22,25,30,29,27,29,28,19,21,26,25,24,33.312246390298604,130.7753863971677
2739,"Kumano, Japan",25,18,14,22,24,30,31,25,23,25,32,30,22,33.8885409,136.100411
2740,"Matsudo, Japan",25,22,24,28,31,29,30,26,17,20,23,24,22,35.7879371,139.903177
2741,"Miyazaki, Japan",25,26,25,30,32,29,25,20,19,20,24,25,19,32.097681,131.294542
2742,"Morioka, Japan",25,25,30,29,36,32,29,24,18,18,20,21,22,39.7021331,141.1545397
2743,"Naka, Japan",25,23,23,29,32,30,27,24,20,20,27,23,23,35.1693921,136.9008748
2744,"Nasushiobara, Japan",25,22,25,29,35,32,28,26,17,19,21,21,21,36.9621788,140.0467207
2745,"Nishio, Japan",25,21,25,27,33,33,30,27,18,23,23,23,21,34.822498,137.069626
2746,"Obama, Japan",25,21,22,30,33,31,26,27,19,23,24,23,15,35.4938281,135.7446614
2747,"Okazaki, Japan",25,21,23,26,33,30,29,28,19,21,22,22,20,34.950974,137.260842
2748,"Ome, Japan",25,18,24,28,33,31,29,30,19,21,22,21,18,35.7880531,139.2753553
2749,"Oshu, Japan",25,23,25,30,35,33,29,24,18,20,18,21,20,39.144275,141.1392382
2750,"Otaru, Japan",25,20,23,32,34,32,28,25,20,23,22,24,22,43.1906806,140.9946021
2751,"Otsuki, Japan",25,16,22,27,33,30,31,32,23,24,22,22,18,35.6128834,138.9429092
2752,"Sabae, Japan",25,21,24,28,33,33,29,27,23,22,22,24,14,35.9565096,136.1843593
2753,"Sagamihara, Japan",25,18,24,29,33,31,30,29,19,21,23,21,18,35.5714621,139.3731052
2754,"Sasayama, Japan",25,21,23,31,35,34,28,23,18,23,22,22,22,33.0558032,132.6590785
2755,"Seto, Japan",25,19,24,28,35,33,30,29,19,23,24,21,18,35.240984,137.116187
2756,"Sukumo, Japan",25,24,24,29,34,31,28,22,20,19,25,23,20,32.9390595,132.7262671
2757,"Tachikawa, Japan",25,18,24,28,33,32,31,31,17,22,23,20,17,35.724463,139.404766
2758,"Tobe, Japan",25,23,21,25,35,32,29,23,19,24,29,25,20,33.7446982,132.7901037
2759,"Tokyo, Japan",25,20,23,29,34,32,31,30,21,21,22,23,19,35.6768601,139.7638947
2760,"Tottori, Japan",25,21,25,30,32,30,27,26,20,21,24,23,19,35.3555075,133.8678525
2761,"Toyooka, Japan",25,22,23,30,36,32,27,24,17,21,22,23,23,35.5446737,134.8201126
2762,"Tsukumiura, Japan",25,24,25,29,34,30,26,19,17,21,28,25,22,33.073282,131.872887
2763,"Uwajima, Japan",25,29,31,35,40,37,32,23,20,15,13,13,11,33.2232315,132.5606514
2764,"Yachimata, Japan",25,26,28,29,33,30,29,22,15,18,23,25,27,35.6658607,140.3178646
2765,"Yamaguchi, Japan",25,24,23,30,35,34,30,20,17,22,25,24,21,34.2379614,131.5873845
2766,"Yashio, Japan",25,25,27,29,30,28,29,26,19,20,22,27,23,35.8226404,139.8386867
2767,"Yorii, Japan",25,12,16,30,35,33,31,32,22,24,23,24,22,36.1177399,139.1939396
2768,"Yoshinaga, Japan",25,20,21,24,33,32,30,26,16,21,26,25,21,34.8122398,134.2045527
2769,"Cholpon Ata, Kyrgyzstan",25,37,46,31,7,7,13,11,13,10,21,43,61,42.6512898,77.0749815
2770,"Klaipeda, Lithuania",25,23,22,26,29,30,27,29,23,20,19,25,26,55.7127529,21.1350469
2771,"Luxembourg, Luxembourg",25,21,27,24,22,26,38,25,25,25,21,19,21,49.6112768,6.129799
2772,"Novo Selo, Macedonia",25,47,48,24,19,12,10,11,12,11,12,26,62,41.4126325,22.8835556
2773,"Bar, Montenegro",25,25,27,25,25,22,-,37,33,32,31,18,26,42.0979745,19.0954528
2774,"Groningen, Netherlands",25,24,30,27,32,29,34,27,25,28,17,13,19,53.2190652,6.5680077
2775,"Caloocan City, Philippines",25,19,24,21,32,29,32,24,16,41,24,20,20,14.651348,120.9724002
2776,"Naga City, Philippines",25,20,20,24,28,22,30,24,16,33,31,29,24,10.2084724,123.7590963
2777,"Escaldes Engordany, Andorra",25,26,29,28,28,30,27,32,27,23,20,16,16,42.486196,1.6037711156556194
2778,"Sant Julia De Loria, Andorra",25,19,24,24,27,30,28,30,30,24,22,21,20,42.46671695,1.4967329249571204
2779,"Dock Sur, Argentina",25,11,15,14,30,31,39,24,30,29,28,27,22,,
2780,"Eeklo, Belgium",25,24,29,26,29,32,34,26,25,27,18,14,15,51.1910245,3.566534200312325
2781,"Maaseik, Belgium",25,26,29,26,29,32,38,26,23,24,16,13,14,51.0947181,5.791733
2782,"Sao Jose Dos Campos, Brazil",25,19,19,22,18,22,27,28,38,31,24,31,26,-23.1867782,-45.8854538
2783,"Sorocaba, Brazil",25,18,20,22,19,26,28,24,32,29,23,28,26,-23.5003451,-47.4582864
2784,"Nesebar, Bulgaria",25,27,24,25,19,20,21,28,30,28,29,23,30,42.6607865,27.7167464
2785,"Sofia, Bulgaria",25,28,28,23,19,20,23,27,23,26,27,21,31,42.6977028,23.3217359
2786,"Varna, Bulgaria",25,31,35,35,33,32,27,28,29,17,11,10,9,43.2073873,27.9166653
2787,"Barrie, Canada",25,20,23,25,27,28,45,28,24,20,17,20,18,44.3893208,-79.6901302
2788,"Cornwall, Canada",25,19,23,27,29,27,52,28,20,22,18,20,20,45.0184417,-74.728703
2789,"Lloydminster, Canada",25,2,2,4,3,37,33,34,32,47,8,85,14,53.279995,-110.00885
2790,"Mississauga, Canada",25,20,23,26,29,26,45,28,24,21,18,21,18,43.5896231,-79.6443879
2791,"Smithers, Canada",25,18,15,37,28,31,16,46,26,25,23,21,13,54.7792074,-127.1760991
2792,"Toronto, Canada",25,18,22,25,27,26,42,31,26,25,17,18,18,43.6534817,-79.3839347
2793,"Hodonin, Czechia",25,25,36,34,32,-,-,-,44,41,27,26,37,48.8563914,17.1234655
2794,"Prague, Czechia",25,21,30,27,27,28,29,26,25,27,23,17,23,50.0874654,14.4212535
2795,"Rokycany, Czechia",25,26,27,25,24,25,26,29,27,25,22,19,26,49.7428813,13.594778
2796,"Kuressaare, Estonia",25,19,22,23,29,37,29,27,25,26,20,20,19,58.2527693,22.4849207
2797,"Auch, France",25,22,27,29,26,28,27,22,26,28,26,22,22,43.6463558,0.5850507
2798,"Bayonne, France",25,22,29,30,26,30,27,18,22,22,23,22,23,43.4945144,-1.4736657
2799,"Bourg En Bresse, France",25,17,31,34,27,29,36,27,25,27,18,15,18,46.2051192,5.2250324
2800,"Bourgoin Jallieu, France",25,19,19,26,27,27,34,31,31,29,21,18,19,45.5872259,5.2828123
2801,"Dax, France",25,34,41,31,27,28,26,21,23,24,18,10,14,43.7084065,-1.0518771
2802,"Dijon, France",25,19,25,26,27,31,39,28,27,26,22,19,16,47.3215806,5.0414701
2803,"Echirolles, France",25,13,15,27,22,22,32,36,46,29,20,15,19,45.1481694,5.718687
2804,"Evreux, France",25,24,32,28,26,29,32,23,22,22,21,21,21,49.0268903,1.1510164
2805,"Gardanne, France",25,31,38,29,20,19,22,25,22,22,22,24,26,43.455613,5.4710661
2806,"Le Petit Quevilly, France",25,27,37,26,26,29,29,18,18,19,24,23,21,49.4238,1.06208
2807,"Les Mureaux, France",25,23,26,26,29,29,33,24,21,24,21,22,20,48.9931578,1.909928
2808,"Metz, France",25,18,29,27,27,30,38,25,23,24,20,17,16,49.1196964,6.1763552
2809,"Oyonnax, France",25,17,16,30,28,28,37,27,27,28,21,19,19,46.2575174,5.6556181
2810,"Rillieux La Pape, France",25,14,18,28,28,30,34,34,31,27,21,16,17,45.823514,4.8994366
2811,"Saint Brieuc, France",25,26,26,28,29,29,31,20,18,26,22,22,22,48.5141134,-2.7603283
2812,"Torcy, France",25,23,29,27,27,26,32,25,21,26,19,20,20,50.4830626,2.02302
2813,"Troyes, France",25,16,34,26,26,30,35,25,20,21,23,22,25,48.2971626,4.0746257
2814,"Vichy, France",25,16,29,31,26,28,33,25,26,26,19,20,20,46.1239268,3.4203712
2815,"Villeparisis, France",25,21,29,28,26,29,33,26,24,24,22,22,21,48.939344,2.6176193
2816,"Aurich, Germany",25,21,25,25,32,29,34,27,26,18,19,19,19,53.51228535,7.391528412821689
2817,"Belzig, Germany",25,18,23,23,28,32,35,28,26,28,19,17,20,52.1405622,12.5865873
2818,"Falkensee, Germany",25,20,25,25,29,30,34,27,25,25,19,18,22,52.5606426,13.08824
2819,"Frankenthal, Germany",25,9,25,28,26,29,36,27,26,27,22,20,22,49.5445804,8.3540061
2820,"Freiburg Im Breisgau, Germany",25,19,22,28,25,26,37,27,26,28,21,20,19,47.9960901,7.8494005
2821,"Friedrichshafen, Germany",25,19,24,29,26,27,39,29,28,23,18,17,17,47.6500279,9.4800858
2822,"Goch, Germany",25,26,29,25,30,31,38,26,25,27,17,14,16,51.6755765,6.1593045
2823,"Greiz, Germany",25,19,21,25,27,32,34,31,26,27,21,18,17,50.7783814,12.0763533
2824,"Griesheim, Germany",25,19,28,26,27,29,37,27,25,26,20,19,22,49.8615899,8.5762043
2825,"Hanau, Germany",25,20,27,25,27,27,35,26,25,24,19,18,21,50.132881,8.9169797
2826,"Herzogenrath, Germany",25,26,28,28,29,31,37,27,26,28,17,13,13,50.8684545,6.0950514
2827,"Hurth, Germany",25,22,22,22,28,29,36,26,24,27,20,19,21,50.8807379,6.876568
2828,"Kaiserslautern, Germany",25,8,21,26,27,29,53,26,24,26,21,18,20,49.4432174,7.7689951
2829,"Kehl, Germany",25,18,26,27,25,27,38,25,25,25,21,18,19,48.5728929,7.8109768
2830,"Limburg, Germany",25,24,30,28,25,27,34,26,25,24,19,19,22,50.3880781,8.0635614
2831,"Munich, Germany",25,20,27,28,24,27,34,27,25,26,24,17,19,48.1371079,11.5753822
2832,"Nauen, Germany",25,20,25,25,29,30,35,28,25,28,19,18,22,52.6061065,12.8772599
2833,"Neuenburg Am Rhein, Germany",25,20,27,31,24,26,36,25,26,25,23,20,19,47.8155916,7.5627871
2834,"Neuruppin, Germany",25,20,27,24,29,29,33,25,23,25,19,18,22,52.9243859,12.8092919
2835,"Neustadt An Der Donau, Germany",25,22,25,25,27,31,37,29,29,23,19,17,19,48.8091474,11.7638092
2836,"Norderney, Germany",25,22,25,27,33,30,33,28,27,18,20,22,20,53.71238565,7.234020453591892
2837,"Radebeul, Germany",25,17,23,24,28,31,31,32,29,29,22,19,20,51.0999765,13.6767995
2838,"Rastatt, Germany",25,20,28,28,27,28,34,25,24,22,19,19,21,48.8574209,8.2088088
2839,"Raunheim, Germany",25,20,30,26,26,28,36,27,24,25,20,18,22,50.0097685,8.4499439
2840,"Schwedt (Oder), Germany",25,21,27,26,30,31,31,28,25,26,19,18,23,53.0586366,14.2840858
2841,"Steinheim Am Main, Germany",25,23,29,25,27,29,37,26,26,25,19,17,21,50.1117308,8.9055181
2842,"Strausberg, Germany",25,20,25,25,28,30,33,28,26,29,20,18,22,52.5814009,13.8833952
2843,"Lodz, Poland",25,25,28,35,28,27,26,21,20,27,19,18,26,51.7687323,19.4569911
2844,"Moncao, Portugal",25,22,32,23,25,25,25,24,20,21,27,27,27,42.0278786,-8.417328561790193
2845,"Pacos De Ferreira, Portugal",25,39,33,28,24,25,19,15,19,15,28,31,19,41.290118,-8.378194008811969
2846,"Sines, Portugal",25,41,28,28,31,25,18,20,22,20,23,22,22,37.956549,-8.8689639
2847,"Cluj Napoca, Romania",25,40,42,28,20,19,15,17,18,19,23,25,38,46.769379,23.5899542
2848,"Odobesti, Romania",25,53,47,36,24,15,13,17,5,-,-,35,56,45.7602354,27.0651351
2849,"Pantelimon, Romania",25,38,44,34,23,15,16,16,17,14,24,22,41,44.4518794,26.2035562
2850,"Somcuta Mare, Romania",25,37,43,30,23,16,13,14,16,16,21,28,41,47.5004276,23.4709709
2851,"Suceava, Romania",25,13,20,28,30,29,27,24,25,28,24,25,23,47.53265345,25.834593917414125
2852,"Martin, Slovakia",25,29,49,27,20,19,22,22,19,23,19,19,36,49.0724921,18.929193
